id,query,gui_index_1,gui_index_2,gui_index_3,gui_index_4,gui_index_5,gui_index_6,gui_index_7,gui_index_8,gui_index_9,gui_index_10,gui_index_11,gui_index_12,gui_index_13,gui_index_14,gui_index_15
71,Mp3 + player +  software,42193,33695,60359,6571,9390,56764,18877,34043,17896,55482,19019,16477,35005,5965,69236
70,history of experienced staff,63729,58996,35187,56168,37761,35200,67032,22643,38572,67038,13804,15332,67046,13805,6895
418,broadcasting sport app,18948,70108,30744,40792,23317,57470,7912,64516,57459,7903,30093,47950,57889,10086,15762
168,Tabs for exams and grading,26786,28136,70467,43151,27578,42245,63515,35270,66237,69218,6452,59312,49645,35268,52136
399,NBC news,37011,47623,30714,29502,66596,41774,38418,66586,54133,17577,68875,32868,17574,68870,68884
126,screen with different measurements of a women's picture,33988,12421,38591,2686,12424,54764,30447,16959,46286,31025,28810,3328,42370,14985,66136
171,ingredients of crust less breakfast,42424,43423,30134,19817,60975,23371,25185,922,46516,60973,67331,7927,919,10072,14280
350,a list of songs,47456,9672,9681,852,27053,12799,29732,9676,61572,54772,24107,47193,54771,48993,53282
329,share news with another shareable options,48731,68273,2270,40780,15160,45959,16581,10419,45956,18281,52849,71379,3071,26759,32998
28,List of states and a menu,12315,6613,13672,30109,61969,45551,30121,61975,45435,12321,61972,39528,29833,61971,25944
212,This is good example for information screen,62949,5504,49614,64655,18484,49617,33538,49607,49615,29729,49609,6415,66613,36206,66979
108,Wildlife NEWS overview with video and text,42949,15884,25989,44256,32789,48754,9175,70387,9553,42955,56002,48736,42941,40473,16808
33,search bar with key words under specified categories,22730,30399,39252,22742,63712,65910,24725,36189,39246,51499,27410,21876,67089,56351,61344
4,screen of a task manager showing open tasks of the mobile phone,908,61034,907,63521,58665,27987,60047,15908,58666,41704,63962,36872,20932,40665,70461
118,Introductory message for startup,37378,55912,34308,37390,22442,34307,72175,16345,1628,37380,55895,22111,56280,8734,15962
258,sign up to ASOS,15879,16353,58377,62434,4333,45557,4451,4320,35995,41217,4319,45552,637,54850,39856
148,Map app with the ability of sharing the location with different social media applications,56042,21678,65475,41333,21683,36879,9243,63863,65481,61110,64150,2757,24891,32773,24472
109,Sign in with Twitter-allows Twitter users to enjoy the benefits of a registered user account,23206,17193,31019,17287,71518,18089,35432,60390,8902,5065,23436,52914,66910,69013,45557
4,text editing with their options,32308,28277,2270,34993,59531,69444,30360,44224,53507,40026,28282,60801,66333,16048,7999
87,guitar lessons app for left handed people,6739,35645,26771,35646,26560,6596,35655,26561,39189,30393,26570,35796,35638,26567,32978
163,emoticons of yellow faces to choose from,41695,37354,41478,30431,22255,72194,33561,28001,50835,60631,13312,13309,18792,61838,35887
309,game user guide,44148,69197,61494,7704,60324,61499,58712,23416,53768,27626,54243,68666,35429,21929,1851
43,food photo with ingredients,31439,7770,27984,32477,7776,30368,35915,34871,44461,9269,65088,45964,6391,62617,29122
195,App that display the shop and store locators and account details,50898,1283,59823,50903,9504,59830,12073,9505,10483,66331,63779,59845,42841,25956,29842
14,gaming tickets with account manager,22278,12419,9823,22276,67361,12876,21119,12420,12883,21126,57039,53078,43373,46463,12860
308,countries-based news app,67998,36586,43051,13837,31069,68814,58510,20585,68816,1570,15772,51821,44985,51814,1575
331,List of dropdown categories,40668,65335,16665,13332,35355,49639,43628,5427,49641,26421,67049,2149,26424,13341,34836
343,a pop up window to choose in which to share,27513,24929,14494,59518,15339,14492,44478,23516,36620,36602,34535,14498,18226,14490,20634
45,google map with search bar,53744,54527,9970,9843,44792,14689,66563,21723,60543,6191,21717,62605,31865,67545,70756
328,"search bar with result a list showing person with name, adress, price and image, with option call now or send enqury",50085,61750,70944,63498,37096,36012,63494,37091,19707,1931,43494,67673,63496,61757,34569
463,choose primary use for cash for personal or business,24523,35290,66349,43737,34601,66113,38687,67766,66326,63887,41272,21520,20843,44954,49365
24,Confirmation dialogue box for switching application with option to proceed and go back,6057,36175,19704,70977,40562,2565,48212,37854,19707,37461,43047,67673,23368,46010,71579
97,video review with send as message button,26578,55738,26689,46393,55739,40742,27787,55743,69990,19930,55734,26692,62476,26693,43498
201,playlists with other options in music player,17623,17782,17784,70552,18213,13662,5209,22333,17776,9981,18220,17787,65682,43240,55482
311,Team selection bar,24986,25067,9659,24987,25065,35014,56627,25064,7233,58541,53458,15555,61537,55891,35018
76,Tutorial for newly installed browser,38362,49219,58017,57146,59728,58005,30408,35602,17235,30403,32291,48312,57149,61688,5935
32,Translation page with UI,14573,18755,14569,14567,8905,6992,9892,19447,35989,7653,26139,4458,8962,56895,4464
273,list of football players,23941,56092,39069,9602,39071,43109,17392,46190,39072,51475,10579,55028,57889,55442,55443
8,Login with organitzation address and password,31245,29662,19323,12823,62256,66505,47489,60077,54742,11634,70266,32077,49245,20231,29607
385,Tickets website show the register page,45313,33659,16199,22819,8623,45318,45315,67361,29880,57130,12419,2697,15930,12623,62959
53,"Registration with email, full name, public username and country",39194,33562,70150,72147,34123,58502,64213,33193,61437,46750,28103,2960,51629,65379,70153
1,Review with description,48065,55005,8171,48066,44840,33323,70325,70081,33325,48008,44825,28303,23767,45100,33046
102,"Site showing papers with Title, Release date, advisory ID, and Summary",52316,41469,3918,43257,30839,9748,24724,4858,39980,33217,26301,39983,545,49303,39982
31,Application screen for find the phone number information,43406,18832,67198,14117,5108,67201,60628,63535,41333,17098,57615,21800,47736,32600,7239
28,low carbs shakes,37252,45134,43570,23783,55063,66643,53251,41582,30044,23777,40837,63396,14278,39168,25385
163,Invitation with share link,54428,622,2218,2309,38601,2219,51594,38596,28224,9641,71772,29911,57577,62831,29913
208,a language window with many options,44038,7653,2947,27510,34535,32529,14571,1415,9105,65542,3754,62717,45874,21600,45851
97,fun,47383,4292,42217,2396,5589,54701,21566,36935,67381,69471,28749,39878,48809,20597,49828
12,Search bar with attractive pictures as well as date and names,2678,37200,46570,55906,70054,9978,2667,9788,9970,37211,61131,68562,2686,13189,68513
401,Login form with validation,141,59095,53638,40127,53643,34915,61710,23944,2519,14549,66058,24026,55806,53637,33902
0,"Application with writing reviews, bookmarks, and invoices",41365,35903,44840,35889,35905,35912,5025,35898,33086,29756,35896,59345,33776,48915,3515
26,request for application update,64218,38712,40102,68994,27835,19452,6234,68037,40112,11507,8970,18098,51964,38707,191
104,moblie locking apps,15583,37257,50417,19863,18786,63863,1415,59085,47233,13996,27651,18741,47895,63861,23447
444,profile window with a button to take a photo or select it from galary,36667,1883,63601,56077,63652,63599,52584,46344,14492,34,24596,38290,13038,28084,12865
131,details for disclaimer,39212,40654,41826,70874,40640,10772,38067,40641,20850,67984,40658,49259,16662,5817,64846
139,"Start screen of a photo editing program with buttons like your photos, use camera, from facebook and cool photos",10107,1543,66652,5370,63251,66653,13455,27855,1091,71583,15066,27608,8884,27861,64602
267,Great American Ball Park Tickets Booking and Schedule Updates,53078,47119,2631,46463,53524,55792,33659,47105,61950,21126,2155,65544,27925,2143,48394
230,Sign up screen with user details,33544,48289,21042,33537,21438,33535,18830,25079,27052,21040,38656,38923,6609,51030,55149
96,buying many items at once,17444,70279,44150,69344,29409,55531,59102,50039,47831,4183,63302,69235,64073,62390,69241
62,Personalised Timer,63066,58742,63069,49326,60044,8539,61610,56280,37257,38612,36636,37262,54493,36637,17487
355,search bar with contact list with profile picture and all other applications,40545,48969,38591,50314,70729,46286,47925,6866,66228,34408,6055,3328,41180,10752,51736
