id,query,gui_index_1,gui_index_2,gui_index_3,gui_index_4,gui_index_5,gui_index_6,gui_index_7,gui_index_8,gui_index_9,gui_index_10,gui_index_11,gui_index_12,gui_index_13,gui_index_14,gui_index_15
71,Mp3 + player +  software,39444,34045,46842,56745,34048,38564,56743,34042,3970,3963,36622,44197,42202,33694,25581
70,history of experienced staff,14251,71745,7687,22141,42365,9599,17007,16364,128,67037,47229,28508,67048,23619,58976
418,broadcasting sport app,51474,57007,23854,7138,35105,57472,7134,3526,57460,4222,23321,57461,51475,42689,57473
168,Tabs for exams and grading,49646,70485,27582,49647,70460,70476,22374,70483,27586,22375,27576,66048,26784,70466,63517
399,NBC news,37500,52374,25066,43825,52375,2204,47616,41777,41778,2199,5202,68885,14239,41779,68878
126,screen with different measurements of a women's picture,66134,30115,54765,271,4694,69105,2681,4698,44847,36674,67659,618,2678,44189,5873
171,ingredients of crust less breakfast,7928,26623,59843,7926,44460,45964,10369,12436,29122,44458,43420,59824,59826,37114,17372
350,a list of songs,61929,53287,22767,55483,40380,53292,55480,53289,9680,70393,40384,70394,9981,26972,42768
329,share news with another shareable options,45216,279,28879,18295,10410,22708,45431,10417,48441,43465,37324,54133,19861,37326,2274
28,List of states and a menu,6622,55643,39937,61970,39943,35165,46485,51608,67427,17062,51606,42908,62277,63830,40728
212,This is good example for information screen,7465,25336,12533,50217,41306,12537,27109,65912,36189,1194,16361,13775,60034,55433,6258
108,Wildlife NEWS overview with video and text,13880,67977,8522,67782,29934,55542,63040,55303,10428,27544,12363,55540,44253,19082,5907
33,search bar with key words under specified categories,56905,45201,47225,55512,2931,47226,8570,44345,47247,64305,45388,56355,64303,45387,47221
4,screen of a task manager showing open tasks of the mobile phone,62586,15945,12391,27990,12393,70472,57063,6856,64345,57052,36070,59094,28357,27776,57663
118,Introductory message for startup,52920,39909,10942,36266,11963,5817,35292,16916,57081,37383,55905,22114,37387,53791,33411
258,sign up to ASOS,4322,4331,4324,20107,4328,38923,20102,4332,40122,20429,4334,20515,22352,4330,45555
148,Map app with the ability of sharing the location with different social media applications,40412,56053,62888,65148,10760,50410,47400,34700,57917,9244,23149,55986,11807,65304,64159
109,Sign in with Twitter-allows Twitter users to enjoy the benefits of a registered user account,66815,4309,47312,42837,38525,45552,6603,71295,52511,45373,8563,52506,58447,7667,52986
4,text editing with their options,4396,51704,4885,13600,24726,53217,4285,23378,2274,27484,50598,48717,12304,66489,48723
87,guitar lessons app for left handed people,38823,20300,44677,35636,52433,31171,5667,49325,50051,46782,35652,44676,50056,44678,3750
163,emoticons of yellow faces to choose from,30432,37352,11632,41700,58534,41698,30430,31179,68986,30433,55875,68987,30435,31181,31178
309,game user guide,12609,44914,7708,56776,69194,7700,7699,15594,7691,1378,63218,17351,40591,69196,32817
43,food photo with ingredients,42425,21284,59843,40847,34877,13727,60614,62623,60609,60611,23089,60613,42422,65086,13722
195,App that display the shop and store locators and account details,63776,46813,63781,33769,46804,3804,25974,46803,63784,66343,46808,3777,3138,25948,57641
14,gaming tickets with account manager,39559,60809,24379,24370,47982,36872,21124,8623,2631,22279,33659,22281,22275,12623,31145
308,countries-based news app,25210,2379,54133,52520,39381,71379,52519,20581,68818,16515,52516,68811,43061,12574,1565
331,List of dropdown categories,67401,26453,20776,22917,58674,64303,15876,23854,64305,33894,58666,22645,33891,64632,54531
343,a pop up window to choose in which to share,13855,27708,62738,29111,23519,32771,19585,13150,56761,27510,27515,5883,23520,23522,9810
45,google map with search bar,24749,25788,52816,4414,58552,4218,4416,60991,46881,60282,43743,60544,50060,52129,9978
328,"search bar with result a list showing person with name, adress, price and image, with option call now or send enqury",19885,63575,62919,246,18425,59094,49208,18423,10758,20947,2563,10753,27109,61758,19704
463,choose primary use for cash for personal or business,32392,57263,61257,38516,57265,49563,6910,57264,21521,22839,49569,21526,6911,38958,66341
24,Confirmation dialogue box for switching application with option to proceed and go back,21297,62755,50845,66489,22374,23863,31080,22375,61514,57726,26784,50839,54802,26786,18559
97,video review with send as message button,44177,63601,63599,4118,70004,26697,70001,26688,70007,19931,26694,69992,16635,55732,40724
201,playlists with other options in music player,25514,17786,43239,66163,17773,17779,30633,17775,17777,30635,17781,43238,30630,17789,17621
311,Team selection bar,43148,29111,7593,31510,906,5419,19834,26818,5418,40250,61375,5439,43099,28161,40213
76,Tutorial for newly installed browser,65334,55467,5940,10926,53027,5948,57324,50726,5941,50725,8277,5937,57148,50728,57909
32,Translation page with UI,70252,68647,40348,2975,71631,35988,31190,26142,39007,39237,56898,4453,8966,66730,40346
273,list of football players,17533,56086,40209,7230,56081,43131,63812,46753,40212,39075,46193,7234,8192,17810,40792
8,Login with organitzation address and password,51947,41251,62173,54590,27703,67820,5870,40540,27869,50046,40561,51165,55806,42256,24026
385,Tickets website show the register page,35976,71589,24379,21124,4640,2631,46463,48356,24370,43373,22798,63156,21126,33886,32189
53,"Registration with email, full name, public username and country",40401,43084,68057,36431,38653,5905,36418,33560,59799,47181,39541,71588,72145,15666,58764
1,Review with description,33340,52167,40724,40742,27677,43498,43497,33086,26201,48072,45577,49879,48526,70078,35794
102,"Site showing papers with Title, Release date, advisory ID, and Summary",41528,1574,9754,20701,41645,9747,42949,51068,59094,3383,64922,57102,7684,6849,29068
31,Application screen for find the phone number information,15516,65912,61377,60629,18830,58557,29486,31116,42527,44853,44299,43318,20944,71653,46855
28,low carbs shakes,65741,41575,41578,31693,41583,56219,216,13950,29829,5266,6045,29827,14277,45127,64343
163,Invitation with share link,46292,64876,58008,9647,9644,42257,64871,62509,2221,43840,54382,28220,8933,9649,42267
208,a language window with many options,70036,11371,6738,29111,27508,19585,14492,23514,12746,23517,27517,31874,27511,57061,12748
97,fun,17201,4290,39889,5867,53107,17837,60230,15180,36752,15175,53100,50211,5566,4294,42220
12,Search bar with attractive pictures as well as date and names,46612,21610,69441,2666,68511,22948,58536,27805,61133,55186,58223,61134,2681,10414,48580
401,Login form with validation,59701,5903,17044,53274,67147,40736,34026,49918,20750,19310,53632,25116,140,53634,19158
0,"Application with writing reviews, bookmarks, and invoices",48513,66304,38959,38961,56736,35204,35893,41414,11265,35906,35901,41224,35913,35892,44825
26,request for application update,54682,64155,25594,50312,11912,39450,50309,19695,48891,63491,64310,58010,5982,51497,9391
104,moblie locking apps,19109,41670,12081,62974,55175,49454,62986,59073,34514,50948,59077,71321,24153,61538,32775
444,profile window with a button to take a photo or select it from galary,38535,38226,14498,11805,14556,43962,58925,3428,38348,28870,42957,19585,56078,38814,29111
131,details for disclaimer,28675,45733,39263,63619,62943,15130,24293,46418,7951,39543,37551,32973,39211,62940,46997
139,"Start screen of a photo editing program with buttons like your photos, use camera, from facebook and cool photos",50679,50681,33536,10202,50677,16530,10210,53537,33550,27619,40896,20927,36667,1547,24580
267,Great American Ball Park Tickets Booking and Schedule Updates,36046,16348,48935,21124,36045,27677,21123,22665,21125,8623,8620,24379,51975,44146,11099
230,Sign up screen with user details,8109,5887,10217,58447,21439,10203,16529,64902,16523,58448,37665,48414,33540,37681,33530
96,buying many items at once,38078,40117,40109,40799,58090,58084,40800,63307,66679,10598,63312,32815,55553,40128,32819
62,Personalised Timer,35384,36335,11490,11489,25260,18992,56799,65997,18991,17912,70080,12654,47249,58751,37256
355,search bar with contact list with profile picture and all other applications,47542,10760,44847,47921,10761,69105,22967,66692,618,50317,6063,30447,40544,6053,5873
