id,query,ranked_guis
321,audio editor with harmony function,"[37568, 37560, 22687, 22181, 22182, 37567, 20586, 66227, 22689, 68797, 66226, 25497, 66229, 64836, 26415, 14191, 26714, 26711, 52864, 34997, 4285, 30843, 60426, 27484, 61925, 41008, 60344, 22688, 58694, 38024, 27752]"
233,menu providing different buttons to change the settings and to get more information,"[24716, 30845, 50593, 51275, 60557, 5706, 25027, 16204, 45304, 19908, 17714, 33733, 49306, 38807, 48731, 36438, 1042, 16501, 24502, 65266, 14756, 43038, 29290, 16041, 42469, 24726, 41333, 60550, 31823, 16507, 68952]"
220,daily sport program,"[35036, 1013, 35025, 35028, 1014, 61726, 18948, 1091, 23854, 1008, 51475, 57889, 57472, 1015, 64602, 61612, 7138, 7903, 35540, 58906, 7912, 3526, 63232, 57469, 57458, 9604, 30744, 22786, 9602, 23941, 59557]"
65,AN android app,"[34329, 51804, 30138, 40068, 30137, 70797, 61871, 54580, 30147, 52193, 61163, 52865, 31937, 63861, 13987, 39742, 16017, 70206, 17231, 21428, 67998, 44985, 13312, 61159, 38354, 11152, 61162, 42605, 35054, 35060, 66756]"
456,zone with different area,"[9295, 9638, 26124, 52715, 62008, 43375, 12067, 42258, 7401, 12071, 62872, 17517, 3920, 9648, 16583, 50596, 10126, 61624, 27684, 27686, 61694, 14770, 43468, 51305, 27689, 57564, 32901, 2907, 17713, 975, 62008]"
145,cars seller with location button,"[15394, 45098, 27690, 27680, 8261, 13924, 27682, 32322, 13922, 45100, 36293, 8272, 34173, 40812, 27685, 32317, 71429, 8273, 65616, 60881, 11851, 40809, 56472, 25664, 56464, 70137, 11853, 53777, 40804, 65606, 30614]"
17,customer complaint service,"[5122, 40885, 11092, 42698, 52031, 23501, 47843, 41171, 3453, 45328, 48522, 19154, 12072, 6942, 11090, 69330, 47844, 47944, 22829, 3521, 35661, 34345, 14474, 6930, 19153, 60844, 46262, 2646, 46007, 41242, 39347]"
194,login screen with email and password or via facebook or google,"[4305, 5490, 65080, 51279, 49245, 49238, 30191, 23735, 32500, 29606, 50472, 48089, 55188, 52123, 61528, 33336, 71558, 24026, 42068, 61094, 16532, 50046, 16241, 39998, 315, 46902, 19323, 46670, 7293, 58782, 34164]"
155,option screen with user account,"[67673, 19707, 19704, 29823, 58777, 15880, 58448, 31125, 6609, 2827, 16055, 41917, 51748, 2835, 12062, 64327, 39239, 58447, 13711, 5387, 63774, 41916, 20548, 196, 41288, 69687, 31126, 66910, 27046, 39238, 59841]"
349,cover page of book with author name,"[40927, 40929, 40924, 24453, 40933, 47751, 40833, 6383, 47750, 40834, 45225, 6389, 61349, 34198, 52518, 38972, 32542, 63707, 32550, 44576, 5146, 71264, 27599, 34197, 40932, 44581, 22213, 5151, 48153, 4479, 49770]"
128,create customized emoji,"[19912, 54287, 19908, 19913, 22428, 23208, 31028, 34545, 31021, 1041, 57129, 65262, 26304, 53727, 28881, 13607, 33471, 27883, 65749, 20909, 3855, 68366, 5387, 24860, 45886, 2396, 13711, 51719, 59483, 5589, 283]"
81,online dating,"[60172, 26879, 69995, 50639, 24568, 70005, 17289, 43181, 69989, 38934, 14553, 66461, 28655, 17286, 66198, 26878, 60175, 26876, 32441, 55745, 14541, 17294, 70000, 58530, 62458, 58532, 69994, 69403, 24577, 52750, 64832]"
22,stopwatch with timer,"[47256, 47250, 47257, 47249, 61610, 18992, 11490, 12654, 11489, 18991, 37256, 59309, 56799, 17912, 63066, 61613, 1007, 63069, 53233, 54493, 8499, 5854, 46684, 5694, 37257, 38612, 44181, 38689, 8401, 37262, 36635]"
20,my profile in Azar application,"[69399, 69394, 69377, 69382, 69392, 69376, 45407, 69401, 61721, 69388, 69387, 15934, 10024, 30983, 16842, 64122, 51525, 71228, 32061, 71222, 55185, 64312, 19676, 67469, 29482, 10042, 71239, 16838, 10028, 26926, 69388]"
341,"social app with ask me, gender, ask me, chat options","[59474, 27112, 46257, 59469, 46259, 46258, 12273, 12275, 41772, 13174, 2452, 1623, 40095, 41773, 11648, 31005, 41769, 32498, 44552, 59473, 54226, 59478, 52806, 64211, 180, 33063, 40495, 4443, 19614, 2448, 50317]"
423,"saving items with complete , complete this group manually or exit","[43202, 43209, 56936, 5706, 24733, 45975, 16566, 44357, 43214, 24735, 29583, 1229, 7682, 9517, 4839, 47609, 52218, 3802, 32279, 3803, 23149, 36136, 40970, 36731, 70398, 42469, 9342, 61380, 43525, 54529, 43202]"
191,Product listing with main filter,"[4238, 4243, 67583, 63630, 63633, 24219, 67579, 32426, 24220, 71125, 69273, 32422, 51324, 65920, 20638, 20640, 64994, 69274, 64995, 42824, 1944, 40943, 55417, 16893, 19391, 15863, 46766, 50040, 24142, 50047, 28092]"
80,verify entered information before proceeding,"[55807, 13417, 39852, 20288, 34405, 31247, 40877, 71313, 13421, 51365, 70487, 63534, 18912, 65004, 38248, 41333, 61767, 61852, 16477, 59317, 4638, 20804, 41242, 17896, 42698, 71320, 10530, 29665, 69287, 35713, 34225]"
404,music instruments with highest reviews,"[48983, 13140, 5667, 61961, 68646, 48982, 46471, 58946, 7737, 27641, 36221, 44825, 56736, 58954, 3351, 70544, 3352, 51139, 70533, 19077, 70546, 8498, 40724, 46782, 70547, 19075, 70553, 70539, 70538, 29400, 36063]"
210,task scheduler app showing task handlers,"[12391, 64345, 57063, 57052, 27990, 12393, 28357, 6856, 41704, 907, 908, 57663, 36070, 15945, 49895, 48832, 43891, 58666, 43886, 70472, 60047, 36075, 58665, 43895, 54271, 32276, 58672, 43883, 70461, 6554, 33943]"
346,search cellular locations,"[5629, 24154, 15516, 2707, 38508, 48095, 26910, 43341, 31101, 50150, 8923, 41963, 40438, 29, 13357, 50041, 25717, 17261, 20944, 69751, 42745, 67746, 22859, 3742, 60991, 46881, 1464, 42728, 8921, 41964, 23326]"
412,Scientific Calculator Mobile Application,"[8899, 20594, 20602, 49397, 67409, 61050, 61048, 46604, 45827, 34179, 10150, 10141, 61055, 62838, 18386, 7554, 10144, 34181, 13615, 18385, 54528, 46973, 69160, 16982, 18384, 11353, 13616, 24333, 56166, 49867, 8899]"
207,football match details with upcoming match information,"[30357, 53563, 43102, 43105, 24991, 57926, 57925, 57923, 15554, 71262, 51475, 51476, 19834, 43109, 71257, 39380, 53565, 70166, 40792, 55033, 19836, 63812, 2589, 30719, 10568, 10566, 32706, 54755, 56802, 40712, 10579]"
327,buying boats,"[15036, 5949, 43011, 42997, 17158, 35450, 40799, 32815, 59102, 40109, 40117, 40800, 32819, 28649, 63307, 63312, 33621, 32335, 946, 939, 58090, 52536, 839, 32817, 51099, 15964, 15961, 63302, 29864, 38229, 15039]"
67,"A Social media app with options like chat, mute and Followers","[62505, 28867, 17092, 33749, 39314, 15587, 7632, 33748, 17091, 24579, 53259, 65479, 16391, 17094, 67447, 4995, 16384, 28868, 65472, 53931, 39315, 65475, 17848, 63991, 22313, 52924, 16713, 32810, 30268, 15595, 11396]"
103,timetable with title and place,"[63423, 63421, 63420, 63417, 63422, 63427, 63425, 26061, 63431, 63523, 32523, 63515, 49645, 36133, 63519, 3715, 63516, 32522, 32524, 4848, 35268, 60202, 35270, 63522, 35331, 59130, 63521, 18008, 45337, 63424, 63425]"
55,choose thw word preferences,"[2266, 54757, 48413, 2229, 48586, 27819, 30659, 27934, 49342, 37602, 63390, 35619, 63723, 35614, 45687, 35509, 16293, 56929, 10902, 45690, 48863, 570, 66382, 71354, 42088, 63388, 47591, 45834, 45828, 12634, 59124]"
156,"Read Qur‘an, Last read history, search specific parts,prayer time,settings","[40171, 36505, 8903, 53671, 34380, 15376, 15378, 72062, 547, 56728, 5917, 5919, 53676, 45412, 1250, 60384, 1248, 20707, 32842, 6287, 46051, 40166, 29554, 4373, 70629, 40161, 46050, 40164, 34376, 4381, 8904]"
292,displays the latest news in page,"[68520, 1045, 20452, 3318, 36328, 70822, 68523, 68818, 36310, 16516, 1575, 68813, 3316, 36327, 68527, 3322, 3319, 54028, 36321, 54022, 54023, 54024, 14060, 52520, 54915, 49053, 13970, 52519, 16508, 16698, 79]"
295,news,"[54133, 16515, 1570, 13837, 68813, 58510, 68818, 52520, 1565, 34466, 68874, 68865, 43051, 71379, 52519, 29144, 36586, 31069, 42415, 10234, 68816, 68814, 68811, 25066, 42413, 71451, 43821, 18870, 16512, 67053, 64920]"
2,"search bar with links ,articles and personal option","[40780, 2856, 2850, 2219, 60516, 19859, 22059, 22381, 50563, 15495, 31770, 53917, 54244, 59478, 68523, 27357, 31334, 6627, 69251, 36553, 2221, 23131, 68527, 23129, 23141, 54247, 19794, 54028, 23126, 23139, 9370]"
119,music score chart with audio,"[22181, 5368, 39043, 70553, 66227, 31085, 70544, 22335, 4599, 70548, 15708, 48086, 70539, 66226, 61924, 22182, 22334, 18214, 36580, 27088, 66229, 31291, 66246, 39041, 47188, 70538, 39037, 59939, 28036, 22529, 2153]"
28,Weather details for city with option in Celsius and Fahrenheit,"[9825, 33204, 19286, 38916, 38374, 32454, 13143, 13139, 43248, 28770, 66541, 37413, 32859, 61446, 51071, 51077, 33215, 30705, 25250, 19285, 35327, 26017, 46532, 46540, 64649, 28348, 53167, 37010, 28349, 58873, 2768]"
123,Tutorial for dog training,"[1829, 46851, 68292, 35540, 47382, 57909, 40308, 19699, 58005, 2743, 13072, 57149, 2954, 28204, 58017, 17235, 33764, 65142, 59613, 2951, 30408, 59610, 14674, 2727, 3716, 10921, 57148, 5948, 695, 50728, 46851]"
202,Music playlist,"[10940, 5209, 70552, 55481, 66163, 9981, 2119, 55665, 70553, 39041, 58693, 65682, 50232, 45113, 34334, 17621, 26477, 860, 30633, 70548, 50233, 53826, 29618, 53824, 17623, 50228, 61921, 2113, 2112, 56766, 44035]"
359,a survery app with sinup and facebook login option,"[6608, 22253, 15939, 18535, 4305, 69548, 31769, 71940, 14680, 16241, 55188, 2627, 43412, 5593, 33679, 29481, 69952, 49378, 11649, 7849, 33336, 26661, 1067, 54897, 49379, 12081, 39998, 24026, 23735, 14259, 9551]"
50,"Delivery details input boxes for address and buttons for home, work or other","[15866, 2005, 43208, 56435, 62030, 4964, 12061, 61551, 14913, 38427, 45310, 13558, 50925, 13553, 70819, 72180, 45300, 50930, 45306, 28545, 7345, 16637, 24136, 45309, 57884, 246, 45304, 66489, 605, 36406, 66919]"
240,online shopping app,"[4186, 14553, 42733, 6305, 8170, 14878, 10423, 55532, 19345, 4183, 57654, 59834, 4188, 52903, 8052, 47586, 6301, 6303, 21334, 52910, 45736, 21282, 14879, 69527, 70137, 6302, 30125, 38078, 59836, 6299, 69252]"
23,More options for user,"[15880, 67673, 19707, 58448, 6609, 51704, 27046, 27052, 58447, 19704, 30648, 27058, 65542, 31028, 2835, 58777, 16529, 52508, 23591, 18535, 48988, 5387, 27055, 17098, 52506, 31019, 5384, 16523, 27626, 2270, 65727]"
353,Vippi GUI sign up interface,"[70744, 64029, 45631, 64031, 54971, 70750, 29036, 70847, 7653, 53017, 67539, 29032, 64030, 15818, 67538, 15808, 16907, 70749, 4631, 9370, 70754, 38791, 38790, 65276, 65167, 29033, 64028, 34462, 64023, 13547, 38658]"
195,"Text (story) reading with formatting options, search functionality","[55035, 51704, 64849, 39739, 13547, 17595, 46645, 27506, 32946, 64639, 44947, 4631, 64025, 51020, 63671, 61231, 53030, 4464, 19861, 24136, 12105, 46489, 4458, 13600, 38807, 26770, 12238, 48988, 11870, 40186, 27223]"
133,Login with radio button with calendar,"[59581, 47741, 71940, 5593, 13921, 22542, 29481, 9149, 9559, 33336, 54640, 69687, 18830, 39414, 12081, 53189, 69548, 12134, 48356, 64136, 36699, 9574, 47489, 65674, 20071, 61528, 14259, 5490, 16269, 57566, 22878]"
77,Location with location selected as current location,"[32832, 50631, 50625, 11838, 34928, 56208, 26230, 1549, 26928, 66445, 17341, 63444, 68435, 67501, 4749, 56197, 56201, 24262, 10387, 26229, 63438, 66451, 22626, 32927, 1037, 17342, 23912, 16488, 19235, 7726, 56197]"
108,books,"[22216, 40924, 24453, 40927, 40933, 40929, 22204, 7228, 24714, 24712, 34198, 71468, 22203, 61351, 22207, 52517, 7227, 52518, 49720, 25345, 34197, 25347, 40937, 49723, 49721, 22208, 45340, 59042, 59041, 25346, 14877]"
199,login with username and password,"[19929, 68460, 46750, 24026, 47181, 39480, 14549, 40946, 5870, 41260, 43199, 46748, 14085, 11634, 72145, 29509, 43615, 51629, 7910, 14438, 43386, 46978, 31776, 3254, 71849, 30031, 62506, 43412, 30035, 7902, 41866]"
381,Open the application using a password,"[54677, 29662, 53683, 61165, 69551, 40104, 20545, 60077, 62256, 29487, 32077, 61440, 55625, 26302, 49245, 1082, 53882, 42528, 2610, 29321, 50046, 49238, 9185, 29509, 62257, 52503, 25761, 69758, 24765, 69556, 12738]"
192,headlines tody,"[15959, 65391, 49577, 65397, 54133, 26931, 64127, 7270, 64316, 7269, 39484, 64120, 10033, 40963, 26933, 39482, 23908, 61561, 20472, 10035, 69983, 51508, 23784, 4014, 20476, 61914, 65692, 68813, 58341, 44596, 25862]"
143,Find friends,"[14555, 5566, 69401, 69388, 60023, 68947, 68945, 36134, 47273, 7355, 20793, 20796, 20791, 15175, 20795, 20792, 20794, 44125, 47383, 28610, 1347, 55911, 33391, 48858, 63506, 41185, 3720, 28273, 29524, 30275, 69561]"
299,Tiny Scanner,"[42571, 64672, 33689, 6585, 1764, 33692, 40016, 66344, 42569, 33504, 6134, 60307, 42567, 26761, 50924, 33506, 40863, 26759, 58983, 63656, 26760, 65944, 66873, 61755, 33461, 26758, 69585, 21335, 58563, 59411, 60292]"
236,search bar with serch list and home menus,"[20766, 25113, 25400, 25403, 33127, 48955, 11232, 24745, 20423, 48948, 60970, 20765, 49023, 50069, 30290, 25405, 1686, 15358, 11246, 56735, 11978, 51037, 51042, 51045, 51049, 11231, 37115, 40899, 51046, 25409, 16224]"
172,find your current location,"[62521, 22008, 62457, 8706, 32832, 66356, 28541, 40679, 43245, 12036, 48309, 34314, 50625, 50631, 14510, 38311, 2363, 36305, 16657, 14509, 14507, 14513, 3785, 3786, 50622, 17103, 20317, 40680, 11838, 55489, 42138]"
