Reward,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gui_index,Answer.summary,Approve,Reject
$0.05,1,600,1209600,,,3F6HPJW4JD05YYBLF3KEKEB270E2WW,A11LV5AT27LBFI,Approved,,,154,100% (15/15),100% (15/15),0% (0/0),30305,Favorites to save interested restaurants,,
$0.05,1,600,1209600,,,3KKG4CDWKIY4PGD0Q6TAZ90PTDP949,A373WQWN0DADNL,Approved,,,44,100% (21/21),100% (21/21),0% (0/0),63695,bad: no search option and not more good explaination about term,,
$0.05,1,600,1209600,,,3VHHR074H3HW95WSH1U77UBUK9VL71,A3NDKVYPTBWPEO,Approved,,,58,100% (21/21),100% (21/21),0% (0/0),22878,Login with radio button with calendar,,
$0.05,1,600,1209600,,,3MX2NQ3YC9UCMVZY7RIYK4SL0CAX5K,A27GOFWHEHV758,Approved,,,64,100% (22/22),100% (22/22),0% (0/0),39774,start screen,,
$0.05,1,600,1209600,,,32EYX73OY099AE31ZTKE3YYDYCIRU0,A1CLIAQI9N8YOJ,Approved,,,128,100% (22/22),100% (22/22),0% (0/0),70594,Forum app to meet people and join discussions,,
$0.05,1,600,1209600,,,3A4NIXBJ76ZFU83FL7WWQC8KFYQLMC,AFWYEWB3W0ZSB,Approved,,,42,100% (21/21),100% (21/21),0% (0/0),72172,google maps with search bar,,
$0.05,1,600,1209600,,,3RANCT1ZVFHMU7MC3WYO3JT9GQFUBQ,A36COHZCHGHYD3,Approved,,,59,100% (18/18),100% (18/18),0% (0/0),47359,"Drinks menue with wine, beer and liquor",,
$0.05,1,600,1209600,,,3X31TUMD7XMIYJHQSLDY6KKHHNVL14,A1966JFRA8OWUW,Approved,,,113,100% (9/9),100% (9/9),0% (0/0),13162,"Good Query:""Sending Username to personal email""",,
$0.05,1,600,1209600,,,3570Y55XZPJZ2XESTJNR7FQJSRIGYR,A36COHZCHGHYD3,Approved,,,118,100% (18/18),100% (18/18),0% (0/0),50679,"Start screen of a photo editing program with buttons like your photos, use camera, from facebook and cool photos",,
$0.05,1,600,1209600,,,3I2PTA7R3TUVVHJPS0RCSLFA0ZIQK1,A2NA5304C0C5FQ,Approved,,,121,100% (13/13),100% (13/13),0% (0/0),17692,cartoon images depicting context and mood of character,,
$0.05,1,600,1209600,,,3FTOP5WARFOCW488THXLC0OF86L0JF,ABREXWFU9D3WR,Approved,,,41,100% (15/15),100% (15/15),0% (0/0),3951,a screen with information about particular app,,
$0.05,1,600,1209600,,,3ZY8KE4ISJ39BSD1R45JUUQRGXPQVN,A218PYL0KI07IO,Approved,,,171,100% (4/4),100% (4/4),0% (0/0),60496,Good restaurants for Valentine's day,,
$0.05,1,600,1209600,,,3KMS4QQVK2QY4STGEKGIGMBWTX9FKW,ASL3NA8PT15JU,Approved,,,73,100% (20/20),100% (20/20),0% (0/0),69561,Find friends,,
$0.05,1,600,1209600,,,34X6J5FLPTY0KXD7AFR0R6FXLAIJQV,AE2M19TCQJWI,Approved,,,36,100% (30/30),100% (30/30),0% (0/0),35058,List of blocked accounts and contacts,,
$0.05,1,600,1209600,,,3VSOLARPKB9J7KUWQSORP48JFDT39I,A27GOFWHEHV758,Approved,,,47,100% (22/22),100% (22/22),0% (0/0),24332,country settings,,
$0.05,1,600,1209600,,,3C8HJ7UOP7UZZXKJ08N5YRJIU7YZM9,A34Z73OAWYW014,Approved,,,39,100% (31/31),100% (31/31),0% (0/0),29320,Price details with filters,,
$0.05,1,600,1209600,,,3WYGZ5XF3WF78XY2K4GHNLUBIN3KSK,A3KECU88OW1KNB,Approved,,,107,100% (21/21),100% (21/21),0% (0/0),11588,Include some necessary questions,,
$0.05,1,600,1209600,,,34V1S5K3GS1I43HE9UMPW7K3P4V69R,A32ATJF7ZENBWH,Approved,,,110,100% (16/16),100% (16/16),0% (0/0),40412,"""Map app with the ability of sharing the location with different social media applications''",,
$0.05,1,600,1209600,,,37M28K1J0QD8XH6QLJUE160SHSWAJF,AVRMXTZHUCXXL,Approved,,,101,100% (10/10),100% (10/10),0% (0/0),58638,Spanish news with figuers and search option,,
$0.05,1,600,1209600,,,3WYP994K17RX54PMH6E5VODUYDF6YF,A32ATJF7ZENBWH,Approved,,,131,100% (16/16),100% (16/16),0% (0/0),42111,"""search bar with results in Science, Textbook Solutions and Online Tuition""",,
$0.05,1,600,1209600,,,3180JW2OT4CBRBU9QN3XTVK6PEW5J5,A2G11CAPXX5616,Approved,,,74,100% (21/21),100% (21/21),0% (0/0),10534,Mobile UI Grid view of cards,,
$0.05,1,600,1209600,,,3HQUKB7LNFERGYJE3P1L6F7HHVIHHS,A3HN5JOPRIKMNU,Approved,,,78,100% (26/26),100% (26/26),0% (0/0),46904,Description should be point wise. ie. room size,,
$0.05,1,600,1209600,,,39DD6S19JPB1N9S6JAZMLJE9L58EZ0,A3AFAUMZ4AULZF,Approved,,,207,100% (27/27),100% (27/27),0% (0/0),52364,Translate sentence with hear option,,
$0.05,1,600,1209600,,,3Z3ZLGNNSIUPZJBI7UZDBZY8PDWQ3Q,A3CP44KT0KLT69,Approved,,,83,100% (21/21),100% (21/21),0% (0/0),5231,menu to choose between different options for organising ebooks,,
$0.05,1,600,1209600,,,3QFUFYSY9YFDQQ4DTST295M0WBK4FW,A2G11CAPXX5616,Approved,,,63,100% (21/21),100% (21/21),0% (0/0),41287,side navigation bar for android,,
$0.05,1,600,1209600,,,3ITXP059PWJCXDSK2JG5M6UY3Y3SJT,A3IP4RARMM3X4A,Approved,,,172,100% (17/17),100% (17/17),0% (0/0),8904,"Read Qur‘an, Last read history, search specific parts,prayer time,settings",,
$0.05,1,600,1209600,,,3MAOD8E57QAGCK54BREKELS7RXANX0,A6KII16FVGPFF,Approved,,,66,100% (24/24),100% (24/24),0% (0/0),49842,i need the study about code playground,,
$0.05,1,600,1209600,,,3QEMNNSB2XZDBT804KWJOH3PB0TD7D,A3TTSFVAJHM947,Approved,,,172,100% (14/14),100% (14/14),0% (0/0),71746,Lorazepam is a drug in the benzodiazepines group-Comments,,
$0.05,1,600,1209600,,,37Z929RLG986BGOPEDU9OCH710USTY,A13HTFAO25P3U4,Approved,,,113,100% (14/14),100% (14/14),0% (0/0),7300,Country code listing,,
$0.05,1,600,1209600,,,3NPFYT4IZC4A2SOION1PO1JAQLOXG2,A1JBSNWSI7VKQO,Approved,,,41,100% (20/20),100% (20/20),0% (0/0),35030,app for different kinds of yoga for daily exercises,,
$0.05,1,600,1209600,,,35GCEFQ6I5OYDBC9UQIQ2SACUGI3ZY,A6KII16FVGPFF,Approved,,,80,100% (24/24),100% (24/24),0% (0/0),56562,how can i find the best personal servises?,,
$0.05,1,600,1209600,,,31HQ4X3T3SAIS3GK54SI2L7Q7N8LSO,A1NFUUQF4T9KXM,Approved,,,43,100% (21/21),100% (21/21),0% (0/0),23684,fitness test for a bikini body,,
$0.05,1,600,1209600,,,3R3YRB5GRF3HBXHKXIYS8893Y8VAUC,A34Z73OAWYW014,Approved,,,44,100% (31/31),100% (31/31),0% (0/0),46292,Invitation with share link,,
$0.05,1,600,1209600,,,3XXU1SWE8MV1VB54ZBK8J1LWIJQA08,A2TXLKAOJJ9BEK,Approved,,,56,100% (30/30),100% (30/30),0% (0/0),28587,audio editor with location storing,,
$0.05,1,600,1209600,,,3FIJLY1B6U4ZFJQWRCLQC3XVN7FFPX,A1QOJGSZEZXSE1,Approved,,,42,100% (21/21),100% (21/21),0% (0/0),42372,Satellite Earth View with Share Button,,
$0.05,1,600,1209600,,,3TPZPLC3M0C4Z7A37HKOBU8YKHAP3Y,A13HTFAO25P3U4,Approved,,,175,100% (14/14),100% (14/14),0% (0/0),54720,Yalla shoot app,,
$0.05,1,600,1209600,,,3HPZF4IVNMTMLLYNRXR8HO54UZQCYD,A12EE9K9VY7XXF,Approved,,,34,100% (28/28),100% (28/28),0% (0/0),6762,Navigation drawer with options belong to pregnancy,,
$0.05,1,600,1209600,,,3483FV8BEEJ74JWFOL7AMKCPJYK26U,A1NW9UWTFS14S5,Approved,,,19,100% (28/28),100% (28/28),0% (0/0),49646,Tabs for exams and grading,,
$0.05,1,600,1209600,,,38YMOXR4MUZTGZUM25WHARSEN5F6WG,A1NW9UWTFS14S5,Approved,,,26,100% (28/28),100% (28/28),0% (0/0),37324,News overview with articles and headlines,,
$0.05,1,600,1209600,,,3TDXMTX3CBUBF4AHDOS290J68UHI6L,A373WQWN0DADNL,Approved,,,147,100% (21/21),100% (21/21),0% (0/0),24548,"good query: select product according age range, bad query: no products advertisement, Explanation: without seeing product , we  couldnt select it properly",,
$0.05,1,600,1209600,,,3C5W7UE9CFQAU2K4ZQZK1637M70XMA,A3BXLWKSBUO002,Approved,,,38,100% (18/18),100% (18/18),0% (0/0),7928,ingredients of crust less breakfast,,
$0.05,1,600,1209600,,,3Z2R0DQ0JHEBHYPUU3Q8Y8420W92EG,A23IXWZNWDLTNT,Approved,,,21,100% (37/37),100% (37/37),0% (0/0),42138,find your current location,,
$0.05,1,600,1209600,,,3JW0YLFXRTGRAE9STN9L8LRRB78WW7,A23IXWZNWDLTNT,Approved,,,62,100% (37/37),100% (37/37),0% (0/0),52097,Recipe collection,,
$0.05,1,600,1209600,,,36U2A8VAG1Z44JABJA8657ICZ8ZKYY,A36COHZCHGHYD3,Approved,,,19,100% (18/18),100% (18/18),0% (0/0),12036,Location setting with use current location and enter new location,,
$0.05,1,600,1209600,,,3B1NLC6UGZW5TJMR2WR8UOX7OMFPG6,A1250SSIMRQ3JA,Approved,,,10,100% (17/17),100% (17/17),0% (0/0),10551,Cars on sale near me,,
$0.05,1,600,1209600,,,3SKEMFQBZ35PPDJT66AC6UUA6TX8K9,A1FV1XP2UU0EVH,Approved,,,30,100% (40/40),100% (40/40),0% (0/0),58656,tip of the day,,
$0.05,1,600,1209600,,,31QNSG6A5RT1UYC9NCL32PPO09W781,A1NFUUQF4T9KXM,Approved,,,44,100% (21/21),100% (21/21),0% (0/0),52520,arabican news overview with articles,,
$0.05,1,600,1209600,,,3GGAI1SQEVYMR4998U3XNTIXLPCMCX,A1WH1CTOZHV7YR,Approved,,,97,100% (21/21),100% (21/21),0% (0/0),67702,settings overview with theme options and a save button,,
$0.05,1,600,1209600,,,354GIDR5ZB65UY7M79NFUV9J9XF008,A1CLIAQI9N8YOJ,Approved,,,47,100% (22/22),100% (22/22),0% (0/0),5728,"tourist app, discover world places, countries and cities",,
$0.05,1,600,1209600,,,32RIADZISS4MUV9ZZCT1G45FL1D4SE,A2JJQ4KXJCPDAW,Approved,,,11,94% (34/36),100% (7/7),100% (1/1),36189,word levels,,
$0.05,1,600,1209600,,,3KB8R4ZV1E73PPLHJR97Z4SI7I1BG8,A5YAOZYSJBF5J,Approved,,,213,100% (20/20),100% (20/20),0% (0/0),33141,Example,,
$0.05,1,600,1209600,,,37UEWGM5HT8T1HC3X5AUSWTGNFKR10,A1JBSNWSI7VKQO,Approved,,,24,100% (20/20),100% (20/20),0% (0/0),59789,An app for reading prayers,,
$0.05,1,600,1209600,,,3NAPMVF0ZWFQ8JAK7VC2SYCLE9427T,A3IP4RARMM3X4A,Approved,,,144,100% (17/17),100% (17/17),0% (0/0),38396,Today‘s offers,,
$0.05,1,600,1209600,,,3RWE2M8QWHA8FUZT8FPD575WHQPN05,A6KII16FVGPFF,Approved,,,48,100% (24/24),100% (24/24),0% (0/0),33152,today whether report by fm,,
$0.05,1,600,1209600,,,32M8BPYGATMDCXZNP11OLRWV28KGIL,A1250SSIMRQ3JA,Approved,,,26,100% (17/17),100% (17/17),0% (0/0),2893,Weather near me,,
$0.05,1,600,1209600,,,37ZHEEHM6WMFT163BVQ7B8HDKN573A,A27GOFWHEHV758,Approved,,,55,100% (22/22),100% (22/22),0% (0/0),64925,pdf reader user guide,,
$0.05,1,600,1209600,,,35K3O9HUABDVIS16IY5FIRYR90DFEC,A2NA5304C0C5FQ,Approved,,,66,100% (13/13),100% (13/13),0% (0/0),52282,File explorer with recently accessed image files sorted chronologically,,
$0.05,1,600,1209600,,,39ZSFO5CA8WSCQKOROB517CMOVOJU0,A3CP44KT0KLT69,Approved,,,50,100% (21/21),100% (21/21),0% (0/0),25071,selection options for a TV provider,,
$0.05,1,600,1209600,,,3PWWM24LHSYU8XF3H0486Y8GPTB82N,A3CUDF4JR3QTS4,Approved,,,47,100% (21/21),100% (21/21),0% (0/0),69202,age range and language access message,,
$0.05,1,600,1209600,,,30MVJZJNHMDUSYWLTDGE5BP8BAF9J0,A3IP4RARMM3X4A,Approved,,,41,100% (17/17),100% (17/17),0% (0/0),11918,Registration for the services,,
$0.05,1,600,1209600,,,3FQ5JJ512LOASK6XC8ZVORK5VOVKN8,A20EIK9C477PTC,Approved,,,11,100% (21/21),100% (21/21),0% (0/0),56638,location,,
$0.05,1,600,1209600,,,34Q075JO1XD51NS43SRF80STEPL01B,A27GOFWHEHV758,Approved,,,73,100% (22/22),100% (22/22),0% (0/0),25862,headlines tody,,
$0.05,1,600,1209600,,,3V5Q80FXIXR8709X5J9CFH0597I23O,ASL3NA8PT15JU,Approved,,,61,100% (20/20),100% (20/20),0% (0/0),25544,Masterpage template ideas,,
$0.05,1,600,1209600,,,3IOEN3P9S7J0FYEJ5H7WH12KRS761I,A5YAOZYSJBF5J,Approved,,,55,100% (20/20),100% (20/20),0% (0/0),13742,Map,,
$0.05,1,600,1209600,,,3LUY3GC63Z0M0QBQ9TNEOBKEPJW7PL,A2TXLKAOJJ9BEK,Approved,,,44,100% (30/30),100% (30/30),0% (0/0),63776,App that display the shop and store locators and account details,,
$0.05,1,600,1209600,,,3QAVNHZ3EM4ES7UQO46RHLDKLH1LAS,A1JBSNWSI7VKQO,Approved,,,65,100% (20/20),100% (20/20),0% (0/0),43369,"App for Journey from one place to another , booking the seats",,
$0.05,1,600,1209600,,,33PPUNGG385QWDXB5GJMKQDS0UXZRX,A2G11CAPXX5616,Approved,,,38,100% (21/21),100% (21/21),0% (0/0),64671,Mobile UI for settings page,,
$0.05,1,600,1209600,,,392CY0QWG1RX0H63U0ZNC2ZSC3BI40,A1QOJGSZEZXSE1,Approved,,,55,100% (21/21),100% (21/21),0% (0/0),41568,Close Button and Image Grid with Image card and Plus Icon overlay,,
$0.05,1,600,1209600,,,3Q5ZZ9ZEVOFM7UYQZJ6645BS93258L,A1WH1CTOZHV7YR,Approved,,,65,100% (21/21),100% (21/21),0% (0/0),41866,login with username and password,,
$0.05,1,600,1209600,,,3A9AA95ATWM7DMX7L08HQR6IYD1P5O,A6KII16FVGPFF,Approved,,,64,100% (24/24),100% (24/24),0% (0/0),70455,favorite songs,,
$0.05,1,600,1209600,,,35GMH2SV3EHPO5EZH1O55L75115EOY,AV5170KNIBKL6,Approved,,,9,100% (21/21),100% (21/21),0% (0/0),25514,playlists with other options in music player,,
$0.05,1,600,1209600,,,3VNL7UK1XFJX7BJ38TUAHDYSCA0FT2,A3G2CWQ5OV8AHE,Approved,,,118,100% (19/19),100% (19/19),0% (0/0),30737,map of San Francisco Peninsula and free unlock possibility of turn-by-turn navigation,,
$0.05,1,600,1209600,,,3570Y55XZPJZ2XESTJNR7FQJSRIYG9,A3G2CWQ5OV8AHE,Approved,,,79,100% (19/19),100% (19/19),0% (0/0),2720,flight preferences San Francisco to New York and search tickets button,,
$0.05,1,600,1209600,,,3WJEQKOXA82120QMVUO8X646NBX1A3,A5YAOZYSJBF5J,Approved,,,17,100% (20/20),100% (20/20),0% (0/0),50651,Beautiful hairstyle,,
$0.05,1,600,1209600,,,3PXX5PX6LXY2FY8EXRHX3IHF9NNABU,A1WH1CTOZHV7YR,Approved,,,124,100% (21/21),100% (21/21),0% (0/0),51574,camera shot of a device and cables,,
$0.05,1,600,1209600,,,32XVDSJFPZX9TMH7B1ERBG9B9YZM2O,ABOC5IITA7DV1,Approved,,,104,100% (11/11),100% (11/11),0% (0/0),55249,"""Order a mango plate""",,
$0.05,1,600,1209600,,,3XIQGXAUMC8R9ZDHVKXVIO6HRI5X7Z,A1250SSIMRQ3JA,Approved,,,8,100% (17/17),100% (17/17),0% (0/0),56729,Add blocker,,
$0.05,1,600,1209600,,,36NEMU28XFDV52FEPL3YZNP0D5UMW6,ABREXWFU9D3WR,Approved,,,26,100% (15/15),100% (15/15),0% (0/0),70036,a language window with many options,,
$0.05,1,600,1209600,,,3HMVI3QICJS2YIOPB02O0SMDQ2ZY19,A1UOWWUH9WVUOH,Approved,,,115,100% (22/22),100% (22/22),0% (0/0),46575,"weight saver with various matrix's of weight like KG,LB,and ST along with date.",,
$0.05,1,600,1209600,,,39JEC7537U15HR3IMM4OAP1ACIOCV4,A27GOFWHEHV758,Approved,,,92,100% (22/22),100% (22/22),0% (0/0),65669,registration screen,,
$0.05,1,600,1209600,,,34Z02EIMISD6A74D5BBPE6BO68C0TK,A36COHZCHGHYD3,Approved,,,47,100% (18/18),100% (18/18),0% (0/0),39940,Libary list with the united states of america,,
$0.05,1,600,1209600,,,3D3VGR7TA0FPBKQIK9ODGP8DLZYR3S,A3HN5JOPRIKMNU,Approved,,,42,100% (26/26),100% (26/26),0% (0/0),7465,This is good example for information screen.,,
$0.05,1,600,1209600,,,3ZV9H2YQQD7UJG74J3YJ3OGUDEDW30,A2TXLKAOJJ9BEK,Approved,,,33,100% (30/30),100% (30/30),0% (0/0),7152,search page of dolphin.com,,
$0.05,1,600,1209600,,,3NXNZ5RS1AX183VJS4RH2LKZKFF97T,AV5170KNIBKL6,Approved,,,84,100% (21/21),100% (21/21),0% (0/0),8249,Readings  of English learning application,,
$0.05,1,600,1209600,,,3XUHV3NRVKYF05ZJ2N0CHI4RCMRH5B,A1UOWWUH9WVUOH,Approved,,,56,100% (22/22),100% (22/22),0% (0/0),53967,share prompt  for a fitness app,,
$0.05,1,600,1209600,,,3X3OR7WPZZ009J1BR6MDLU7PVT1L8O,A20EIK9C477PTC,Approved,,,25,100% (21/21),100% (21/21),0% (0/0),20074,book,,
$0.05,1,600,1209600,,,3RKNTXVS3MYIUZN5IC7AV4B9ZV74AJ,A2G11CAPXX5616,Approved,,,39,100% (21/21),100% (21/21),0% (0/0),59366,Input Calender,,
$0.05,1,600,1209600,,,3P1L2B7AD1P3UBORYNB9IGXPAY5OLU,A2TXLKAOJJ9BEK,Approved,,,22,100% (30/30),100% (30/30),0% (0/0),17802,Page display the news of football,,
$0.05,1,600,1209600,,,3WJEQKOXA82120QMVUO8X646NBWA1B,A1966JFRA8OWUW,Approved,,,413,100% (9/9),100% (9/9),0% (0/0),43905,"Good Query: ""Refresh button"" Bad Query: ""Poor layout""",,
$0.05,1,600,1209600,,,3FE7TXL1LIN0E1FZ3UL8SPTGJZWQ2F,A23IXWZNWDLTNT,Approved,,,22,100% (37/37),100% (37/37),0% (0/0),59557,daily sport program,,
$0.05,1,600,1209600,,,3TY7ZAOG5FK77OEQB2XXDFOSNVKK0X,A1UOWWUH9WVUOH,Approved,,,43,100% (22/22),100% (22/22),0% (0/0),1102,pay screen for adding money into a paytm account,,
$0.05,1,600,1209600,,,369J354OFDAXJD4MN0SZOO6QTHQ6GI,A1JBSNWSI7VKQO,Approved,,,33,100% (20/20),100% (20/20),0% (0/0),1009,settings and options in a Gym App,,
$0.05,1,600,1209600,,,3EG49X351UC85ZZCCAS3CA6LW7LX60,AFWTKS209SFQY,Approved,,,51,100% (26/26),100% (26/26),0% (0/0),5788,edit and post photo on facebook with caption and share with friends,,
$0.05,1,600,1209600,,,3TVSS0C0E10ZIX5YYI4AL1KS7DQTWE,A3TTSFVAJHM947,Approved,,,87,100% (14/14),100% (14/14),0% (0/0),23953,Multiple choice test -online(web)- 10 questions,,
$0.05,1,600,1209600,,,3PM8NZGV8YG1FHIWRJ61IFNCW8XQXQ,A2NA5304C0C5FQ,Approved,,,108,100% (13/13),100% (13/13),0% (0/0),67084,search functionality with possible filter application based on country and type of product,,
$0.05,1,600,1209600,,,3JV9LGBJWTEN8JAQNWET5OSHEHJOGO,A27GOFWHEHV758,Approved,,,8,100% (22/22),100% (22/22),0% (0/0),28890,pop up ads,,
$0.05,1,600,1209600,,,3WRFBPLXRAO4WMYQR27W7533K2A3NH,A5YAOZYSJBF5J,Approved,,,10,100% (20/20),100% (20/20),0% (0/0),40590,chinese,,
$0.05,1,600,1209600,,,32XVDSJFPZX9TMH7B1ERBG9B9Y02M5,A3CUDF4JR3QTS4,Approved,,,58,100% (21/21),100% (21/21),0% (0/0),17431,store window with map and distance,,
$0.05,1,600,1209600,,,3ON104KXQKWF1CQ8JH32DT80REA4WU,A8BH4CXKWP6PW,Approved,,,89,100% (21/21),100% (21/21),0% (0/0),40061,"buy item, image recorder, ads",,
$0.05,1,600,1209600,,,3ZPBJO59KP1A4IECHTIVFUSJP3QDHG,A3HN5JOPRIKMNU,Approved,,,34,100% (26/26),100% (26/26),0% (0/0),8109,Sign up screen with user details,,
$0.05,1,600,1209600,,,37TRT2X24QRDGRBIRXUAWHKYZAHJBJ,A8BH4CXKWP6PW,Approved,,,179,100% (21/21),100% (21/21),0% (0/0),3390,"research of specific year, month, and day",,
$0.05,1,600,1209600,,,3E13VNJ1NNVG8I9K7IGLE4SP0J1I1N,A13HTFAO25P3U4,Approved,,,216,100% (14/14),100% (14/14),0% (0/0),25520,Upcoming kid's products overview,,
$0.05,1,600,1209600,,,3XLBSAQ9Z4CGEUDWW2LGF9MSZI47Z7,A1250SSIMRQ3JA,Approved,,,11,100% (17/17),100% (17/17),0% (0/0),27641,PitchLab,,
$0.05,1,600,1209600,,,3YOH7BII097N0PF6EZLMY8EIHRXVK0,A8BH4CXKWP6PW,Approved,,,36,100% (21/21),100% (21/21),0% (0/0),19232,"display play, ok, and dismiss",,
$0.05,1,600,1209600,,,3ZV9H2YQQD7UJG74J3YJ3OGUDED3W7,A1FV1XP2UU0EVH,Approved,,,20,100% (40/40),100% (40/40),0% (0/0),16752,expandable side menu,,
$0.05,1,600,1209600,,,3MB8LZR5BFTK4K3C0VJGBZGGQTVKL6,A1UOWWUH9WVUOH,Approved,,,58,100% (22/22),100% (22/22),0% (0/0),32958,menu of a food ordering application,,
$0.05,1,600,1209600,,,3UJ1CZ6IZHP4QEDZDHCBLWBTLX8S57,AFWYEWB3W0ZSB,Approved,,,96,100% (21/21),100% (21/21),0% (0/0),23798,Account creation with selection menu,,
$0.05,1,600,1209600,,,38YMOXR4MUZTGZUM25WHARSEN5FW66,A3CP44KT0KLT69,Approved,,,56,100% (21/21),100% (21/21),0% (0/0),54641,2D model of solunar clock,,
$0.05,1,600,1209600,,,3LJ7UR74RHDPEIHURGCFHAV9Y25N4L,A11LV5AT27LBFI,Approved,,,120,100% (15/15),100% (15/15),0% (0/0),45933,Cant read since its not in English,,
$0.05,1,600,1209600,,,3WI0P0II61SNTCSFDYUPTYUPCCNRDQ,A2TXLKAOJJ9BEK,Approved,,,36,100% (30/30),100% (30/30),0% (0/0),9246,map display the error of voice recognization,,
$0.05,1,600,1209600,,,3U5NZHP4LR2JTFH2M29QFO983MSPH5,A3NDKVYPTBWPEO,Approved,,,50,100% (21/21),100% (21/21),0% (0/0),60563,Message with detailed textual description.,,
$0.05,1,600,1209600,,,39K0FND3AHFYYPCBOG76HYS9LMSMAW,A3AFAUMZ4AULZF,Approved,,,33,100% (27/27),100% (27/27),0% (0/0),12611,Confirm profile screen with allow to make change,,
$0.05,1,600,1209600,,,38YMOXR4MUZTGZUM25WHARSEN5G6WH,A3BXLWKSBUO002,Approved,,,31,100% (18/18),100% (18/18),0% (0/0),21244,a news with a share icon,,
$0.05,1,600,1209600,,,3X0H8UUIT1OY3XSJ9IZKBWO65UCWSS,AVRMXTZHUCXXL,Approved,,,122,100% (10/10),100% (10/10),0% (0/0),21495,Shopping with listing and application setting,,
$0.05,1,600,1209600,,,3NJM2BJS4W6SC76M0AVP4XCSQUNCPJ,A3CR6XU8373Z2N,Approved,,,55,100% (17/17),100% (17/17),0% (0/0),59872,search bar for men jacket,,
$0.05,1,600,1209600,,,32SCWG5HIH43WQXLQJIMIXKIU8D6PM,A3TTSFVAJHM947,Approved,,,31,100% (14/14),100% (14/14),0% (0/0),19860,Settings for network usuage-bahaviour-history,,
$0.05,1,600,1209600,,,3A4NIXBJ76ZFU83FL7WWQC8KFYQMLD,AFWTKS209SFQY,Approved,,,39,100% (26/26),100% (26/26),0% (0/0),1323,Introduction to MyPage,,
$0.05,1,600,1209600,,,3VELCLL3GKJWYR7U6AA0B7FXKR9F1T,A12EE9K9VY7XXF,Approved,,,27,100% (28/28),100% (28/28),0% (0/0),38321,"Settings with account, alert frequency and alert type",,
$0.05,1,600,1209600,,,33C7UALJVLYNJCX7YW4U1FYBXNX816,A27GOFWHEHV758,Approved,,,63,100% (22/22),100% (22/22),0% (0/0),664,learn English by fill the blanks,,
$0.05,1,600,1209600,,,3AMW0RGHOD2B3B3DP043K864PY1NPC,A13HTFAO25P3U4,Approved,,,61,100% (14/14),100% (14/14),0% (0/0),62379,Search bar with live videos,,
$0.05,1,600,1209600,,,3YZ8UPK3VTM54CEIHWUJE3ZRYBFUCX,A8BH4CXKWP6PW,Approved,,,112,100% (21/21),100% (21/21),0% (0/0),42352,attempting to have a specifc permission,,
$0.05,1,600,1209600,,,38SKSKU7R1XTYPDO0SY4YJ13YP6LIW,AV5170KNIBKL6,Approved,,,176,100% (21/21),100% (21/21),0% (0/0),50666,reader's view of an article of Time,,
$0.05,1,600,1209600,,,3VHP9MDGRNKGLUHSM7ZKS3YOOO1CFH,AFWTKS209SFQY,Approved,,,24,100% (26/26),100% (26/26),0% (0/0),26324,agree or cancel license agreement,,
$0.05,1,600,1209600,,,33ISQZVXPPM9IIXIV59JKXDLRB8CC5,A2TXLKAOJJ9BEK,Approved,,,32,100% (30/30),100% (30/30),0% (0/0),45243,song with the artist picture and pause button,,
$0.05,1,600,1209600,,,336KAV9KYQS9N36LU4225BWII8DY2Q,A2TXLKAOJJ9BEK,Approved,,,28,100% (30/30),100% (30/30),0% (0/0),8971,It shows the QR code of pay app,,
$0.05,1,600,1209600,,,3XM0HYN6NKZ795Q0W11KULCVB60EPE,A3IP4RARMM3X4A,Approved,,,77,100% (17/17),100% (17/17),0% (0/0),18890,News with videos,,
$0.05,1,600,1209600,,,33FOTY3KEMLPVFNKF8KZ31UUNEIC1G,A373WQWN0DADNL,Approved,,,97,100% (21/21),100% (21/21),0% (0/0),27991,"good: option for select and deny, bad: not seeing for what purpose  need to submit personal details",,
$0.05,1,600,1209600,,,3OHYZ19UGC5MYSXN1WMJ92HEGM6OAC,A3AFAUMZ4AULZF,Approved,,,35,100% (27/27),100% (27/27),0% (0/0),25932,List should be in alphabetical order,,
$0.05,1,600,1209600,,,3X73LLYYQ1EJQU5P6NWYBZ4D37RNH7,ASL3NA8PT15JU,Approved,,,50,100% (20/20),100% (20/20),0% (0/0),46731,Call logs with no history,,
$0.05,1,600,1209600,,,3K772S5NP8BFWOSCDOTFLCA4PFQHEC,ASL3NA8PT15JU,Approved,,,24,100% (20/20),100% (20/20),0% (0/0),22736,buy dress online,,
$0.05,1,600,1209600,,,3F0BG9B9MPNG943R0GJX12DQTO07YG,A3CUDF4JR3QTS4,Approved,,,21,100% (21/21),100% (21/21),0% (0/0),38607,list of fonts,,
$0.05,1,600,1209600,,,3HMVI3QICJS2YIOPB02O0SMDQ2Z1YC,A27GOFWHEHV758,Approved,,,90,100% (22/22),100% (22/22),0% (0/0),17620,infrormation screen about unavailble service,,
